# fsigma8 measurements from peculiar-velocity data -- machine-readable compilation
# Compiled 2026-08-13. Companion to fsigma8-pv-compilation.md (discussion) and
# pv-surveys.md (surveys, systematics).
#
# FORMAT: CSV, comma-separated, fields quoted where they contain commas.
#   pandas:  pd.read_csv("fsigma8_pv.csv", comment="#", dtype={"arxiv": str})
#
# COLUMNS
#   key          short identifier, unique
#   authors      first author + et al.
#   year         publication year of the cited version
#   fsigma8      central value
#   err_lo       1-sigma lower (statistical unless err_sys given)
#   err_hi       1-sigma upper
#   err_sys      systematic error where the authors quote one separately, else empty
#   sigma8_norm  lin      = the paper normalises to the LINEAR sigma8 and writes its
#                           result fsigma8_lin (or fsigma8_L). Verified in the paper's
#                           own result sentence.
#                unstated = the paper writes plain fsigma8 without specifying.
#                DO NOT MIX THE TWO ON ONE PLOT WITHOUT SAYING SO -- see WARNING 10.
#   z_eff        effective redshift. Empty on 4 rows, and VERIFIED 2026-08-13 that the
#                authors themselves assign none:
#                  Stiskalek2026 -- his Table 1 prints "-" for the Joint TFR+SNe row.
#                    Individual samples DO have one (CF4 TFR W1 0.017, CF4 TFR i 0.022,
#                    Pantheon+ 0.026, 6dF FP 0.035, SDSS FP 0.037); the joint fit does not.
#                  Stahl2021 -- sample cut at z < 0.07, no effective redshift quoted.
#                  Wang2026_* -- the analysis is framed in survey depth (h^-1 Mpc).
#                Stiskalek's Fig. 4 plots literature points at sample mean redshifts he
#                computes himself; those are his assignments, not the original authors'.
#   probe        Whether the analysis MODELS THE GALAXY CLUSTERING as well as the
#                velocities. Corrected 2026-08-14: the old wording said PV+RSD meant
#                "velocities combined with a redshift-survey density field", which
#                does not match how the column is filled and would have moved all
#                twelve velocity-density rows.
#                PV     = only the velocity field enters the statistic being fitted,
#                         whether measured from a distance indicator (TF/FP/SNe) or
#                         from the correlated magnitude scatter it induces (Feix,
#                         Nguyen). A row may still USE an external density field to
#                         predict velocities -- that is method_family=vd_linear, a
#                         different question. See WARNING 15.
#                PV+RSD = the galaxy density field's own clustering / redshift-space
#                         distortions are modelled jointly with the velocities.
#   indicator    TF | FP | SN | TF+FP | SN+TF | TF+SN | mix | lum
#                mix = heterogeneous compilation (Cosmicflows-like)
#                lum = galaxy luminosity fluctuations, not a direct distance indicator
#                      (still a peculiar-velocity probe -- see probe column)
#   dataset      data used
#   estimator    method
#   arxiv        arXiv identifier, empty if unresolved
#   journal      journal reference, empty if none found
#   method_family  what the estimator does to the data BEFORE fitting. Assigned
#                  paper by paper, 2026-08-14; see growth_review/methods.py for the
#                  sentence from each paper that fixes its assignment.
#                  field_level   = the likelihood of the observed density/velocity
#                                  FIELD VALUES is written through a model covariance
#                                  and maximised or sampled. No summary statistic is
#                                  measured first ("maximum likelihood fields").
#                  two_point     = a two-point statistic (correlation function, power
#                                  spectrum, momentum spectrum) is MEASURED, then fitted.
#                  vd_linear     = the velocity field is PREDICTED from a redshift-survey
#                                  density field by LINEAR THEORY (directly, or through a
#                                  Wiener filter / constrained realisation, which is still
#                                  linear dynamics) and compared with measured velocities.
#                  vd_dynamical  = same comparison, but the field is evolved from initial
#                                  conditions by a GRAVITY SOLVER acting on a particle
#                                  field (LPT, COLA, particle-mesh, N-body), so the
#                                  prediction reaches the mildly non-linear regime.
#                                  DEFINED BUT EMPTY -- see WARNING 13.
#                  consensus     = correlated combination of several of the above
#                                  (DESI DR1 only) -- never group it with a family.
#   fit_technique  the fitting step, kept separate from method_family so that
#                  "forward likelihood" (Boruah), "forward model" (Boubel) and
#                  "hierarchical Bayes" (Stiskalek) are not lost: likelihood | mcmc |
#                  chi2 | forward_likelihood | forward_model | hierarchical_bayes |
#                  combination.
#   provenance   src = value read from the paper itself (abstract, or body where stated)
#                der = the paper does NOT quote fsigma8; the tabulated number is a
#                      relabelling or derivation (Omega_m^0.55*sigma8, beta, or the
#                      midpoint of a quoted interval). Equal to fsigma8 only under GR
#                      -- see WARNING 7
#                T24 = value transcribed from Turner (2024) arXiv:2411.19484 Table 1,
#                      NOT independently verified. Currently unused -- every row has
#                      been traced to its source.
#
# WARNINGS
#  1. ROWS ARE NOT INDEPENDENT. 6dFGSv, SDSS PV, SFI++, 2MTF, 2M++ and the low-z SN
